0010101010010011110101101110101000,0,0,0,0,0,0,68.91,0,0,94.65887770765819,0,16.528478874359077,0,0,0,0,16.528478874359077,0,0,6.617647058823529,0,1.3744444444444444,0,94.65887770765819,0,8.580221255305437e-05,1.6666666666666667,1.6666666666666667,0,11,6,19,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0.670414570410609
1010111110000001111011100111001000,0,0,0,0,0,0,50.421951219512195,0,0,71.46343033736801,0,535.4622714396086,0,0,0,0,535.4622714396086,0,535.4622714396086,5.0,0,5.425438596491228,0,71.46343033736801,0,0,2.25,2.25,0,11,7,19,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1.643839724973367
1000001111100011111101001111011000,1.963950092096436,5020.685321277078,1078.1834426510143,0,73.07241606319947,7.52292576419214,0,0,0.19721307877989905,0,0,73.95340565534413,0,0,0,0,73.95340565534413,0,73.95340565534413,5.769230769230769,73.07241606319947,6.343589743589743,6.343589743589743,0,7.751357634310497e-05,0,0,4.090909090909091,27.307010223242226,12,7,13,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0.9753365381299688
1100010100100000011000011001010000,379.7302069821403,2983.401058535839,0,46.367661587129334,0.8635054080756793,0,0.9582367664781681,2771.2284356812243,7.842059336823735,6.788350630844408,0,50.86385625431928,0,0,354.48139210349797,0.7875545869552655,50.86385625431928,354.48139210349797,50.86385625431928,1.1194029850746268,51.44942986928711,6.154228855721393,1.0794066317626527,6.788350630844408,0.9582367664781681,2.25,2.25,2.25,0,6,5,6,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2.5222690657936924
1101000111010010110111010111111000,0.06071519040783585,0,0,0,32.63753712252639,0,0,0,0,4.3364188286404115,0,32.49198457078711,30.928307477625697,0,0,0,32.49198457078711,0,32.49198457078711,0.7305194805194806,0,4.016233766233766,4.016233766233766,4.3364188286404115,4.312265331664581,0,0,0,0,12,8,17,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0.11373571716041488
1001010111110001100001010000100000,1.5638916226694144,986.7233867371093,0,12.313349246654669,19.18714599335058,0,0.35735728814340617,0,0.051783646117234905,2.3791529129335105,0,17.826552921507265,0,0,80.29272415786357,1.9360782857339998,17.826552921507265,0,17.826552921507265,0.5257009345794392,19.18714599335058,2.8901869158878504,2.8901869158878504,2.3791529129335105,0.0006293035743639386,1.25,1.25,1.25,0,5,8,8,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.2326333633487454
1100111001101000110100110110100000,0,1239.7133254527646,0,0,23.36795345932252,0,0.0008099456980245991,0,3.877049180327869,23.36795345932252,0,0,0,0,0,0.29819974275341365,0,997.5288124414205,0,4.591836734693878,23.36795345932252,0.06855464420305919,3.7598784194528876,23.36795345932252,3.4370982043892706,1.25,1.25,1.25,0,8,8,13,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0.3474779060182818
0100101100110011001100111110001000,0,99.8013480572881,0,0,0,0,0,0,8.81078431372549,71.75911559348332,0,72.06432829613199,0,0,0,0,72.06432829613199,0,0,5.769230769230769,71.75911559348332,5.726851851851852,0,71.75911559348332,0,0,1.25,1.25,0,9,7,18,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1.2870448451765792
0110010010100100000011010100100000,0.03052918168164184,162.31743380211742,0,152.06491978196675,0.3894107810060635,0,0.007252708699999415,0,0.06836248012718601,0,0,0,0,0,0,0,0,122.00554072485843,0,0.01320267574228377,25.33002183156982,0,0.5437362637362637,0,0.4717672922007287,1.25,1.25,1.25,0,5,6,15,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0.5732924091914788
0110100100010010101111000011100000,0.024958510229804515,4707.7887534884485,5921.6513593679765,0,1.3626062902552603,0,8.56024844720497,0,0,70.26015951386252,0,70.99759266531218,0,0,0,0,70.99759266531218,0,10.20975701577065,1.3888888888888888,0,7.635802469135802,1.1517690875232776,70.26015951386252,1.3085833649829093,2.25,2.25,2.25,325.37600994406466,8,6,11,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0.9185604252822137
